NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	Pde4b	NA	43	1.288015604019165	0.039392963	Yes	
row_1	Bcam	NA	540	0.6516529321670532	0.042132385	Yes	
row_2	Gpx4	NA	667	0.603088915348053	0.056739863	Yes	
row_3	Ercc5	NA	860	0.5551678538322449	0.067431286	Yes	
row_4	Hprt	NA	1219	0.48432397842407227	0.06985294	Yes	
row_5	Polr2e	NA	1378	0.464209645986557	0.07888487	Yes	
row_6	Polr2f	NA	1426	0.456441193819046	0.09169344	Yes	
row_7	Mpc2	NA	1530	0.44241708517074585	0.10202617	Yes	
row_8	Mrpl40	NA	1552	0.44052568078041077	0.11527119	Yes	
row_9	Supt4a	NA	1791	0.41751882433891296	0.1199187	Yes	
row_10	Polr2a	NA	1829	0.4137595593929291	0.13173272	Yes	
row_11	Pde6g	NA	1917	0.40389397740364075	0.14142062	Yes	
row_12	Rrm2b	NA	1953	0.40004220604896545	0.152871	Yes	
row_13	Surf1	NA	2095	0.38866302371025085	0.1601172	Yes	
row_14	Bcap31	NA	2280	0.37848544120788574	0.1654811	Yes	
row_15	Mpg	NA	2431	0.36785852909088135	0.1717396	Yes	
row_16	Pole4	NA	2576	0.3578431010246277	0.17789716	Yes	
row_17	Edf1	NA	2709	0.3481636047363281	0.18418193	Yes	
row_18	Pold4	NA	2740	0.34636935591697693	0.19410707	Yes	
row_19	Umps	NA	2884	0.33691883087158203	0.1996356	Yes	
row_20	Polr2k	NA	2907	0.3355746269226074	0.20950751	Yes	
row_21	Cda	NA	2909	0.33552199602127075	0.22013898	Yes	
row_22	Nt5c3	NA	3029	0.32602840662002563	0.22619122	Yes	
row_23	Adcy6	NA	3045	0.32521629333496094	0.23598754	Yes	
row_24	Ercc4	NA	3065	0.3235889971256256	0.24558713	Yes	
row_25	Polr3c	NA	3182	0.31638103723526	0.2514414	Yes	
row_26	Rbx1	NA	3285	0.3107014298439026	0.25762257	Yes	
row_27	Polr1d	NA	3446	0.30256959795951843	0.26144275	Yes	
row_28	Taf13	NA	3768	0.29053816199302673	0.25904432	Yes	
row_29	Cox17	NA	4205	0.27575987577438354	0.25200737	Yes	
row_30	Upf3b	NA	4510	0.26439356803894043	0.24939393	Yes	
row_31	Aaas	NA	4637	0.2584788501262665	0.25304472	Yes	
row_32	Tarbp2	NA	4694	0.2558620572090149	0.25914976	Yes	
row_33	Cant1	NA	4844	0.24929161369800568	0.26167476	Yes	
row_34	Polr3gl	NA	4961	0.2445029765367508	0.26524368	Yes	
row_35	Vps37b	NA	5013	0.24236755073070526	0.2711009	Yes	
row_36	Polr2g	NA	5015	0.24226151406764984	0.27876723	Yes	
row_37	Polr2i	NA	5043	0.24092090129852295	0.28544843	Yes	
row_38	Gtf2b	NA	5062	0.24008193612098694	0.2924292	Yes	
row_39	Dguok	NA	5150	0.23706191778182983	0.2968128	Yes	
row_40	Zwint	NA	5338	0.2293529361486435	0.2973264	Yes	
row_41	Zfp707	NA	5721	0.21529653668403625	0.2903245	No	
row_42	Cetn2	NA	6177	0.2016473114490509	0.28024247	No	
row_43	Aprt	NA	6377	0.19478918612003326	0.27922213	No	
row_44	Poll	NA	6516	0.1897672712802887	0.28025332	No	
row_45	Gtf3c5	NA	7309	0.17356404662132263	0.2570625	No	
